Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type,Endpoint Value_numeric,Tox Exposure Duration_minutes
LEAD (elemental),"A: 6.21, D: 5.38",Brain concentration,NR,Not Reported,Not reported,15.0,273 ug/kg,TOX-EXP IND - accumulation,8 d,Waterborne,Toxicity Factor Datasets,6.21,11520.0
LEAD (elemental),20.4 ± 4.9 ug O2/g dw/min,Inhalation rate/gill oxygen consumption,NR,Not Reported,Scripps Institute for Oceanography,9.0,265 ug/kg,TOX-Non-Repro-Sublethal - organ/system effects,NR,Waterborne,Toxicity Factor Datasets,20.4,NR
LEAD (elemental),12 mg/kg dw,Liver concentration,NR,Juvenile,"37 degrees 09.86'N, 94 degrees 28.78'W",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,12.0,NR
LEAD (elemental),34 mg/kg dw,Kidney concentration,NR,Juvenile,"37 degrees 09.86'N, 94 degrees 28.78'W",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,34.0,NR
LEAD (elemental),2.2 mg/kg dw,Blood concentration,NR,Juvenile,"37 degrees 09.86'N, 94 degrees 28.78'W",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.2,NR
LEAD (elemental),25 mg/kg dw,Liver concentration,NR,Juvenile,"37 degrees 09.86'N, 94 degrees 28.78'W",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,25.0,NR
LEAD (elemental),45 mg/kg dw,Kidney concentration,NR,Juvenile,"37 degrees 09.86'N, 94 degrees 28.78'W",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,45.0,NR
LEAD (elemental),2.7 mg/kg dw,Blood concentration,NR,Juvenile,"37 degrees 09.86'N, 94 degrees 28.78'W",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.7,NR
DIAZINON,Treated: 11; control: 13.1,Number feeding flights,Both,Adult,"Laval, Quebec",56.0,2.2 kg/ha,TOX-REPRO - behavior,NR,Treatment of nest-containing trees,Toxicity Factor Datasets,11.0,NR
DIAZINON,Treated: 4.3; control: 5.7,Number of feeding flights,F,Adult,"Laval, Quebec",56.0,2.2 kg/ha,TOX-REPRO - behavior,NR,Treatment of nest-containing trees,Toxicity Factor Datasets,4.3,NR
DIAZINON,Treated: 60.3; control: 38.4,Total minutes sitting on nestlings,NR,Adult,"Laval, Quebec",56.0,2.2 kg/ha,TOX-REPRO - behavior,NR,Treatment of nest-containing trees,Toxicity Factor Datasets,60.3,NR
ACEPHATE,Treated: 12.5; control: 13.1,Number feeding flights,Both,Adult,"Laval, Quebec",56.0,2.2 kg/ha,TOX-REPRO - behavior,NR,Treatment of nest-containing trees,Toxicity Factor Datasets,12.5,NR
ACEPHATE,Treated: 5.6; control: 5.7,Number of feeding flights,F,Adult,"Laval, Quebec",56.0,2.2 kg/ha,TOX-REPRO - behavior,NR,Treatment of nest-containing trees,Toxicity Factor Datasets,5.6,NR
ACEPHATE,Treated: 23.0; control: 38.4,Total minutes sitting on nestlings,NR,Adult,"Laval, Quebec",56.0,2.2 kg/ha,TOX-REPRO - behavior,NR,Treatment of nest-containing trees,Toxicity Factor Datasets,23.0,NR
TRANS-NONACHLOR,0.002 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.002,NR
CIS-NONACHLOR,0.003 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.003,NR
"DDT (4,4'-)",11.530 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,11.53,NR
"DDT (2,4'-)",0.069 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.069,NR
"DDE (4,4'-)",55.775 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,55.775,NR
"DDE (2,4'-)",0.006 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.006,NR
"DDD (4,4'-)",1.048 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.048,NR
"DDD (2,4'-)",0.008 ug/g ww,Egg concentration,Both,Embryo,Okanagan Valley,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.008,NR
ACEPHATE,23 d post application: 1.99,Total plasma cholinesterase activity,NR,NR,Poinsett County and Wapanocca Nation Wildlife Refuge,1.0,0.252 and 0.336 kg/ha,TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,Field-applied,Toxicity Factor Datasets,23.0,NR
ACEPHATE,23 d post application: 0.31,Total plasma acetylcholinesterase activity,NR,NR,Poinsett County and Wapanocca Nation Wildlife Refuge,1.0,0.252 and 0.336 kg/ha,TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,Field-applied,Toxicity Factor Datasets,23.0,NR
HEPTACHLOR EPOXIDE,"4.5, 3.5, 3.3 ug/g ww",Brain concentration,NR,Not Reported,NR,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.5,NR
OXYCHLORDANE,"4.9, 4.2, 4.2 ug/g ww",Brain concentration,NR,Not Reported,NR,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.9,NR
TRANS-NONACHLOR,"4.6, 2.8, 3.7 ug/g ww",Brain concentration,NR,Not Reported,NR,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.6,NR
DIELDRIN,"0.56, 0.30, 0.15 ug/g ww",Brain concentration,NR,Not Reported,NR,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.56,NR
MERCURY (elemental),0.2 ± 0.04 µg/g,Muscle concentration,NR,Not Reported,MN and TX,110.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.2,NR
MERCURY (elemental),See citation Figure 3,Total concentration,NR,Not Reported,MN and TX,170.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.0,NR
MERCURY (elemental),See citation Figure 2,Fur concentration,NR,Not Reported,MN and TX,160.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.0,NR
MERCURY (elemental),10.61 ± 13.38 µg/g,Fur concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,10.61,NR
MERCURY (elemental),4.22 ± 5.63 µg/g,Liver concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.22,NR
MERCURY (elemental),3.53 ± 2.84 µg/g,Kidney concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.53,NR
MERCURY (elemental),0.95 ± 0.82 µg/g,Brain concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.95,NR
METHYLMERCURY,6.31 ± 5.84 µg/g,Fur concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6.31,NR
METHYLMERCURY,1.39 ± 0.87 µg/g,Liver concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.39,NR
METHYLMERCURY,1.22 ± 1.01 µg/g,Kidney concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.22,NR
METHYLMERCURY,0.66 ± 0.50 µg/g,Brain concentration,NR,Not Reported,NR,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.66,NR
MERCURY (elemental),See citation Figure 2,Fur concentration,NR,Not Reported,MN and TX,170.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.0,NR
MERCURY (elemental),4.81 ± 3.57 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.81,NR
MERCURY (elemental),11.65 ± 7.27 µg/g,Fur concentration,F,Adult,Nova Scotia; Antigonish roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,11.65,NR
MERCURY (elemental),6.73 ± 2.53 µg/g,Fur concentration,F,Adult,Nova Scotia; Christmas Island,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6.73,NR
MERCURY (elemental),6.09 ± 2.43 µg/g,Fur concentration,F,Adult,Nova Scotia; Hunters Mountain,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6.09,NR
MERCURY (elemental),28.17 ± 7.62 µg/g,Fur concentration,F,Adult,Nova Scotia; Kejimkujik roost,14.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,28.17,NR
MERCURY (elemental),19.71 ± 9.43 µg/g,Fur concentration,F,Adult,Nova Scotia; Martock roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,19.71,NR
MERCURY (elemental),16.34 ± 11.74 µg/g,Fur concentration,F,Adult,Nova Scotia; Mill Village,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,16.34,NR
MERCURY (elemental),15.70 ± 10.71 µg/g,Fur concentration,F,Adult,Nova Scotia; Rawdon roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,15.7,NR
MERCURY (elemental),13.91 ± 10.16 µg/g,Fur concentration,F,Adult,Nova Scotia; Tatamagouche roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,13.91,NR
MERCURY (elemental),5.68 ± 3.44 µg/g,Fur concentration,F,Adult,Nova Scotia; West Chezzetcook roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.68,NR
MERCURY (elemental),8.25 ± 1.75 µg/g,Fur concentration,F,Adult,Prince Edward Island; Caledonia roost,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,8.25,NR
MERCURY (elemental),5.47 ± 2.13 µg/g,Fur concentration,F,Adult,Prince Edward Island; Head of Hillsborough roost,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.47,NR
MERCURY (elemental),3.70 ± 3.69 µg/g,Fur concentration,F,Adult,Prince Edward Island; PEI National Park roost,12.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.7,NR
MERCURY (elemental),9.30 ± 2.65 µg/g,Fur concentration,F,Adult,Newfoundland; Notre Dame Prov. Park roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,9.3,NR
MERCURY (elemental),15.29 ± 4.27 µg/g,Fur concentration,F,Adult,Newfoundland; Paddy's Pond roost,9.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,15.29,NR
MERCURY (elemental),10.67 ± 3.22 µg/g,Fur concentration,F,Adult,Newfoundland; Pynn's Brook roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,10.67,NR
MERCURY (elemental),7.97 ± 7.98 µg/g,Fur concentration,F,Adult,Newfoundland; River of Ponds roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,7.97,NR
MERCURY (elemental),10.87 ± 3.96 µg/g,Fur concentration,F,Adult,Newfoundland; Salmonier roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,10.87,NR
MERCURY (elemental),3.56 ± 0.93 µg/g,Fur concentration,F,Adult,Labrador: Birch Brook roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.56,NR
MERCURY (elemental),5.88 ± 2.30 µg/g,Fur concentration,F,Adult,Labrador: Cache River roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.88,NR
MERCURY (elemental),14.21 ± 5.97 µg/g,Fur concentration,F,Adult,Labrador: Charlottetown Junction roost,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,14.21,NR
MERCURY (elemental),4.91 ± 2.04 µg/g,Fur concentration,F,Adult,Labrador: Lac Joseph roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.91,NR
MERCURY (elemental),10.58 ± 2.11 µg/g,Fur concentration,F,Adult,Labrador: Mary's Harbour roost,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,10.58,NR
MERCURY (elemental),9.09 ± 4.59 µg/g,Fur concentration,F,Adult,Labrador: Minipi roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,9.09,NR
MERCURY (elemental),3.50 ± 2.21 µg/g,Fur concentration,F,Adult,Labrador: North West roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.5,NR
MERCURY (elemental),3.76 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.76,NR
MERCURY (elemental),9.61 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,9.61,NR
MERCURY (elemental),6.27 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6.27,NR
MERCURY (elemental),5.69 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.69,NR
MERCURY (elemental),27.22 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,14.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,27.22,NR
MERCURY (elemental),18.13 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,18.13,NR
MERCURY (elemental),12.41 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,12.41,NR
MERCURY (elemental),12.05 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,12.05,NR
MERCURY (elemental),11.37 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,11.37,NR
MERCURY (elemental),4.96 µg/g,Fur concentration,F,Adult,Nova Scotia; Annapolis Royal roost,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.96,NR
PCB,3260 ng/g ww,Fat concentration,M,Adult,Ulster and Albany Counties,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3260.0,NR
PCB,2570 ng/g ww,Fat concentration,F,Adult,Ulster and Albany Counties,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2570.0,NR
POLYBROMINATED BIPHENYLS (PBBS),21400 ng/g ww,Fat concentration,M,Adult,Ulster and Albany Counties,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,21400.0,NR
POLYBROMINATED BIPHENYLS (PBBS),21.6 ng/g ww,Fat concentration,F,Adult,Ulster and Albany Counties,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,21.6,NR
CHLORDANE,781 ng/g ww,Fat concentration,M,Adult,Ulster and Albany Counties,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,781.0,NR
CHLORDANE,1790 ng/g ww,Fat concentration,F,Adult,Ulster and Albany Counties,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1790.0,NR
HEXACHLOROBENZENE,127 ng/g ww,Fat concentration,M,Adult,Ulster and Albany Counties,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,127.0,NR
HEXACHLOROBENZENE,250 ng/g ww,Fat concentration,F,Adult,Ulster and Albany Counties,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,250.0,NR
PCB,17100 ng/g ww,Fat concentration,M,Adult,Cold Spring Cave,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,17100.0,NR
PCB,18400 ng/g ww,Fat concentration,F,Adult,Cold Spring Cave,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,18400.0,NR
POLYBROMINATED BIPHENYLS (PBBS),81 ng/g ww,Fat concentration,M,Adult,Cold Spring Cave,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,81.0,NR
POLYBROMINATED BIPHENYLS (PBBS),54.8 ng/g ww,Fat concentration,F,Adult,Cold Spring Cave,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,54.8,NR
CHLORDANE,330 ng/g ww,Fat concentration,M,Adult,Cold Spring Cave,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,330.0,NR
CHLORDANE,532 ng/g ww,Fat concentration,F,Adult,Cold Spring Cave,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,532.0,NR
HEXACHLOROBENZENE,106 ng/g ww,Fat concentration,M,Adult,Cold Spring Cave,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,106.0,NR
HEXACHLOROBENZENE,234 ng/g ww,Fat concentration,F,Adult,Cold Spring Cave,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,234.0,NR
OXYCHLORDANE,Range: 0.04-5.03 µg/g ww,Brain concentration,NR,Not Reported,New Jersey Rabies Laboratory,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.04,NR
DIELDRIN,See citation Figure 1,Body concentration,F,Both Adults and Juveniles,"Patuxent Wildlife Research Center, Laurel",47.0,Mealworm feed: 1.34 ppm dw,TOX-EXP IND - accumulation,52 d,Dietary,Toxicity Factor Datasets,1.0,74880.0
DIELDRIN,"Adult: 0.09, juvenile: 0.14 ppm",Guano concentration,NR,Both Adults and Juveniles,"Patuxent Wildlife Research Center, Laurel",47.0,Mealworm feed: 1.34 ppm dw,TOX-EXP IND - accumulation,52 d,Dietary,Toxicity Factor Datasets,0.09,74880.0
"DDE (2,4'-)","Lipid weight: 151.7, wet: 48.6 ppm",Brown fat concentration,M,Adult,"Round Top Mountain, Washington County",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,151.7,NR
"DDE (2,4'-)","Lipid weight: 123.8, wet: 107.5 ppm","White fat concentration, small",M,Adult,"Round Top Mountain, Washington County",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,123.8,NR
"DDE (2,4'-)","Lipid weight: 167.2, wet: 150.2 ppm","White fat concentration, large",M,Adult,"Round Top Mountain, Washington County",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,167.2,NR
GLYPHOSATE,0.29,relative density (vs. control) in sprayed area,Both,Both Adults and Juveniles,Vancouver Island,285.0,1.1-1.2 kg/ha application,TOX-POP - size effects,NR,field application,Toxicity Factor Datasets,0.29,NR
MEXACARBATE,283 - 800 mg/kg,"LD50, estimated",M,Not Reported,NR,14.0,NR,TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets,283.0,NR
MEXACARBATE,3.0 mg/kg,LD50,Both,Not Reported,NR,12.0,NR,TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets,3.0,NR
MEXACARBATE,2.83 mg/kg,LD50,Both,Not Reported,NR,8.0,NR,TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets,2.83,NR
"DDE (4,4'-), DIELDRIN, LEAD COMPOUNDS",1.05 (0.05 SE) ppm (wet wt),lead concentration in liver,F,Juvenile,NR,2.0,"38 lead, 48 DDE, 1.2  dieldrin ppm (wet wt) in voles",TOX-EXP IND - accumulation,60 d,diet,Toxicity Factor Datasets,1.05,86400.0
"DDE (4,4'-), DIELDRIN, LEAD COMPOUNDS",0.70 (0.20 SE) ppm (wet wt),lead concentration in tibia,F,Juvenile,NR,2.0,"38 lead, 48 DDE, 1.2  dieldrin ppm (wet wt) in voles",TOX-EXP IND - accumulation,60 d,diet,Toxicity Factor Datasets,0.7,86400.0
"DDE (4,4'-), DIELDRIN, LEAD COMPOUNDS",232 (9 SE) ppm (wet wt),DDE concentration in carcass,F,Juvenile,NR,2.0,"38 lead, 48 DDE, 1.2  dieldrin ppm (wet wt) in voles",TOX-EXP IND - accumulation,60 d,diet,Toxicity Factor Datasets,232.0,86400.0
"DDE (4,4'-), DIELDRIN, LEAD COMPOUNDS",10.4 (0.6 SE) ppm (wet wt),DDE concentration in brain,F,Juvenile,NR,2.0,"38 lead, 48 DDE, 1.2  dieldrin ppm (wet wt) in voles",TOX-EXP IND - accumulation,60 d,diet,Toxicity Factor Datasets,10.4,86400.0
